task_id,pair,group1,group2,baseline_group,L2,pearson_r,pearson_p
9ddd00f0,pair3,human_success,human_failed,B,11.1164,-0.9305,0.0
9def23fe,pair3,human_success,human_failed,B,2.4983,0.9308,0.0
9f27f097,pair3,human_success,human_failed,B,22.6064,0.6414,0.0
a04b2602,pair3,human_success,human_failed,B,5.1385,0.7288,0.0
a096bf4d,pair3,human_success,human_failed,B,51.2205,-0.4702,1e-06
a3f84088,pair2,human_failed,codeit_failed,B,4.5408,-0.6926,0.0
a3f84088,pair3,human_success,human_failed,B,10.1963,-0.818,0.0
a406ac07,pair3,human_success,human_failed,B,6.3018,0.858,0.0
a57f2f04,pair3,human_success,human_failed,B,10.3838,-0.605,0.0
a59b95c0,pair1,human_success,codeit_success,A,4.1816,0.6438,0.0
a59b95c0,pair2,human_failed,codeit_failed,A,0.0,,
a59b95c0,pair3,human_success,human_failed,A,5.4424,,
a59b95c0,pair4,codeit_success,codeit_failed,A,2.6662,,
a680ac02,pair3,human_success,human_failed,A,6.2511,,
a934301b,pair3,human_success,human_failed,B,9.9037,-0.5775,0.0
aa18de87,pair1,human_success,codeit_success,B,12.1072,0.2485,0.012655
aa18de87,pair2,human_failed,codeit_failed,B,14.4277,0.1594,0.11324
aa18de87,pair3,human_success,human_failed,B,4.0374,0.8203,0.0
aa18de87,pair4,codeit_success,codeit_failed,B,5.7218,0.8814,0.0
aa4ec2a5,pair3,human_success,human_failed,B,2.0366,0.7933,0.0
aab50785,pair3,human_success,human_failed,A,6.6244,,
ac0c5833,pair3,human_success,human_failed,B,11.248,-0.216,0.030909
ac2e8ecf,pair3,human_success,human_failed,B,18.5738,-0.6479,0.0
ac3e2b04,pair2,human_failed,codeit_failed,B,4.4922,-0.2085,0.037376
ac3e2b04,pair3,human_success,human_failed,B,6.0839,0.8038,0.0
ac605cbb,pair3,human_success,human_failed,B,9.1337,0.6396,0.0
ad7e01d0,pair2,human_failed,codeit_failed,A,0.0,,
ad7e01d0,pair3,human_success,human_failed,A,9.0884,,
ae58858e,pair2,human_failed,codeit_failed,B,2.2908,,
ae58858e,pair3,human_success,human_failed,B,13.3296,,
aee291af,pair3,human_success,human_failed,A,6.5889,,
af22c60d,pair3,human_success,human_failed,B,8.8832,0.4711,1e-06
af24b4cc,pair3,human_success,human_failed,A,7.1052,,
b0722778,pair3,human_success,human_failed,A,6.219,0.9007,0.0
b0f4d537,pair3,human_success,human_failed,A,7.3145,,
b1fc8b8e,pair3,human_success,human_failed,A,5.3862,,
b20f7c8b,pair3,human_success,human_failed,B,5.4103,0.916,0.0
b457fec5,pair3,human_success,human_failed,B,11.4942,-0.6269,0.0
b7999b51,pair3,human_success,human_failed,A,7.3967,,
b7cb93ac,pair3,human_success,human_failed,A,5.336,,
b7f8a4d8,pair2,human_failed,codeit_failed,B,26.033,0.4839,0.0
b7f8a4d8,pair3,human_success,human_failed,B,5.5908,0.5047,0.0
b7fb29bc,pair2,human_failed,codeit_failed,B,11.1392,-0.9582,0.0
b7fb29bc,pair3,human_success,human_failed,B,14.6888,-0.7424,0.0
b942fd60,pair3,human_success,human_failed,B,4.9932,0.4699,1e-06
b9630600,pair3,human_success,human_failed,B,25.487,-0.5364,0.0
baf41dbf,pair3,human_success,human_failed,B,20.4024,-0.6553,0.0
bb52a14b,pair3,human_success,human_failed,B,109.3021,-0.4829,0.0
bbb1b8b6,pair1,human_success,codeit_success,A,1.9495,0.9254,0.0
bbb1b8b6,pair2,human_failed,codeit_failed,A,2.4123,,
bbb1b8b6,pair3,human_success,human_failed,A,5.3141,,
bbb1b8b6,pair4,codeit_success,codeit_failed,A,3.8436,0.9001,0.0
bc4146bd,pair1,human_success,codeit_success,A,5.3616,0.3812,9.1e-05
bc4146bd,pair2,human_failed,codeit_failed,A,1.0621,,
bc4146bd,pair3,human_success,human_failed,A,4.7825,0.9667,0.0
bc4146bd,pair4,codeit_success,codeit_failed,A,1.7225,,
bcb3040b,pair3,human_success,human_failed,B,38.1839,0.6716,0.0
bd14c3bf,pair3,human_success,human_failed,B,7.0704,0.3627,0.000209
be03b35f,pair1,human_success,codeit_success,A,3.2834,0.7192,0.0
be03b35f,pair2,human_failed,codeit_failed,A,2.1541,0.6874,0.0
be03b35f,pair3,human_success,human_failed,A,2.5467,0.8058,0.0
be03b35f,pair4,codeit_success,codeit_failed,A,1.2483,0.924,0.0
bf32578f,pair3,human_success,human_failed,B,8.5137,-0.7756,0.0
bf699163,pair1,human_success,codeit_success,A,2.9494,0.8757,0.0
bf699163,pair4,codeit_success,codeit_failed,A,6.6712,,
bf89d739,pair3,human_success,human_failed,B,26.0485,0.5768,0.0
c074846d,pair2,human_failed,codeit_failed,B,59.9409,0.574,0.0
c074846d,pair3,human_success,human_failed,B,61.4998,-0.148,0.141722
c1990cce,pair3,human_success,human_failed,A,8.6755,,
c3202e5a,pair2,human_failed,codeit_failed,A,0.0,,
c3202e5a,pair3,human_success,human_failed,A,7.3521,,
c35c1b4c,pair3,human_success,human_failed,B,11.1823,-0.8056,0.0
c48954c1,pair3,human_success,human_failed,A,2.4206,0.9877,0.0
c62e2108,pair3,human_success,human_failed,B,3.1674,0.985,0.0
c64f1187,pair3,human_success,human_failed,A,8.2878,,
c658a4bd,pair3,human_success,human_failed,A,4.9721,,
c663677b,pair3,human_success,human_failed,B,23.5163,0.4003,3.7e-05
c6e1b8da,pair3,human_success,human_failed,B,5.4956,-0.3876,6.8e-05
c7d4e6ad,pair3,human_success,human_failed,B,9.19,-0.7038,0.0
c87289bb,pair3,human_success,human_failed,B,5.8715,0.501,0.0
c8b7cc0f,pair2,human_failed,codeit_failed,A,0.522,0.9941,0.0
c8b7cc0f,pair3,human_success,human_failed,A,2.1732,0.975,0.0
c92b942c,pair3,human_success,human_failed,A,5.07,0.8715,0.0
c97c0139,pair3,human_success,human_failed,B,32.9668,-0.598,0.0
ca8de6ea,pair3,human_success,human_failed,A,5.4956,,
cad67732,pair3,human_success,human_failed,A,8.5387,0.2272,0.023018
cb227835,pair3,human_success,human_failed,B,10.372,0.7008,0.0
ccd554ac,pair2,human_failed,codeit_failed,A,0.0,,
ccd554ac,pair3,human_success,human_failed,A,6.4648,,
cd3c21df,pair1,human_success,codeit_success,A,5.2518,0.6504,0.0
cd3c21df,pair2,human_failed,codeit_failed,A,5.6227,,
cd3c21df,pair3,human_success,human_failed,A,5.0252,,
cd3c21df,pair4,codeit_success,codeit_failed,A,5.7483,0.0581,0.566053
ce039d91,pair3,human_success,human_failed,B,6.0506,0.8038,0.0
ce8d95cc,pair3,human_success,human_failed,A,6.3718,,
cf133acc,pair3,human_success,human_failed,B,19.9809,-0.3989,3.9e-05
cfb2ce5a,pair3,human_success,human_failed,B,5.1941,0.8859,0.0
d017b73f,pair3,human_success,human_failed,A,6.3124,,
d19f7514,pair1,human_success,codeit_success,A,3.3689,0.7127,0.0
d19f7514,pair2,human_failed,codeit_failed,A,2.6306,0.7581,0.0
d19f7514,pair3,human_success,human_failed,A,2.7628,0.7205,0.0
d19f7514,pair4,codeit_success,codeit_failed,A,2.6741,0.771,0.0
d282b262,pair3,human_success,human_failed,B,6.2912,0.5799,0.0
d2acf2cb,pair2,human_failed,codeit_failed,B,3.869,0.1892,0.059426
d2acf2cb,pair3,human_success,human_failed,B,6.3473,0.9004,0.0
d304284e,pair3,human_success,human_failed,B,20.5625,-0.6326,0.0
d37a1ef5,pair2,human_failed,codeit_failed,B,8.8197,-0.7811,0.0
d37a1ef5,pair3,human_success,human_failed,B,8.673,-0.637,0.0
d47aa2ff,pair3,human_success,human_failed,A,0.8102,0.9816,0.0
d492a647,pair3,human_success,human_failed,B,12.9535,0.1318,0.191205
d4b1c2b1,pair1,human_success,codeit_success,A,1.5726,0.9237,0.0
d4b1c2b1,pair2,human_failed,codeit_failed,A,0.0,,
d4b1c2b1,pair3,human_success,human_failed,A,4.0691,,
d4b1c2b1,pair4,codeit_success,codeit_failed,A,3.392,,
d56f2372,pair2,human_failed,codeit_failed,A,0.0,,
d56f2372,pair3,human_success,human_failed,A,7.2712,,
d5c634a2,pair2,human_failed,codeit_failed,A,2.9705,,
d5c634a2,pair3,human_success,human_failed,A,7.064,,
d931c21c,pair2,human_failed,codeit_failed,B,8.4962,-0.7495,0.0
d931c21c,pair3,human_success,human_failed,B,3.7084,0.8277,0.0
d94c3b52,pair3,human_success,human_failed,B,9.1992,-0.6818,0.0
da2b0fe3,pair2,human_failed,codeit_failed,B,28.4158,0.5333,0.0
da2b0fe3,pair3,human_success,human_failed,B,47.0666,-0.4037,3.1e-05
da515329,pair3,human_success,human_failed,B,10.8653,-0.313,0.001522
dc2aa30b,pair3,human_success,human_failed,B,5.2267,0.7302,0.0
dc2e9a9d,pair3,human_success,human_failed,B,15.698,-0.4544,2e-06
dd2401ed,pair2,human_failed,codeit_failed,B,0.6759,,
dd2401ed,pair3,human_success,human_failed,B,5.169,-0.3142,0.001458
de493100,pair3,human_success,human_failed,A,5.2511,,
df8cc377,pair3,human_success,human_failed,B,6.6409,0.6461,0.0
e0fb7511,pair1,human_success,codeit_success,B,7.4197,0.5862,0.0
e0fb7511,pair3,human_success,human_failed,B,8.2349,0.7312,0.0
e133d23d,pair1,human_success,codeit_success,A,2.4499,0.8419,0.0
e133d23d,pair2,human_failed,codeit_failed,A,3.3969,0.4196,1.4e-05
e133d23d,pair3,human_success,human_failed,A,4.9491,0.706,0.0
e133d23d,pair4,codeit_success,codeit_failed,A,1.0145,0.9519,0.0
e1baa8a4,pair2,human_failed,codeit_failed,A,0.0,,
e1baa8a4,pair3,human_success,human_failed,A,5.3806,,
e1d2900e,pair3,human_success,human_failed,B,427.1837,-0.5071,0.0
e2092e0c,pair2,human_failed,codeit_failed,B,6.9628,,
e2092e0c,pair3,human_success,human_failed,B,29.7593,-0.4812,0.0
e21a174a,pair3,human_success,human_failed,B,5.6288,0.4437,4e-06
e345f17b,pair1,human_success,codeit_success,A,3.3684,0.7494,0.0
e345f17b,pair2,human_failed,codeit_failed,A,2.2454,0.9411,0.0
e345f17b,pair3,human_success,human_failed,A,3.3391,0.8246,0.0
e345f17b,pair4,codeit_success,codeit_failed,A,2.7634,0.9638,0.0
e4075551,pair3,human_success,human_failed,B,31.275,-0.8635,0.0
e41c6fd3,pair3,human_success,human_failed,B,9.0562,-0.6187,0.0
e57337a4,pair2,human_failed,codeit_failed,A,2.8821,0.6285,0.0
e57337a4,pair3,human_success,human_failed,A,2.2868,0.9723,0.0
e5790162,pair3,human_success,human_failed,B,12.611,0.0633,0.531531
e5c44e8f,pair3,human_success,human_failed,B,47.5261,0.3768,0.000112
e619ca6e,pair3,human_success,human_failed,B,18.8678,0.0605,0.549847
e633a9e5,pair3,human_success,human_failed,A,1.884,0.9628,0.0
e66aafb8,pair1,human_success,codeit_success,A,4.191,0.6582,0.0
e66aafb8,pair2,human_failed,codeit_failed,A,2.0888,0.3049,0.002037
e66aafb8,pair3,human_success,human_failed,A,4.2205,0.9096,0.0
e66aafb8,pair4,codeit_success,codeit_failed,A,0.3314,0.9982,0.0
e681b708,pair3,human_success,human_failed,B,16.0198,-0.6672,0.0
e69241bd,pair3,human_success,human_failed,B,13.9279,-0.9482,0.0
e6de6e8f,pair3,human_success,human_failed,A,2.9198,0.6065,0.0
e74e1818,pair3,human_success,human_failed,B,3.4258,0.8259,0.0
e760a62e,pair3,human_success,human_failed,B,14.3511,-0.7621,0.0
e7639916,pair1,human_success,codeit_success,B,14.5964,0.0289,0.77546
e7639916,pair2,human_failed,codeit_failed,B,37.0586,0.5238,0.0
e7639916,pair3,human_success,human_failed,B,45.0272,-0.7643,0.0
e7639916,pair4,codeit_success,codeit_failed,B,11.2763,-0.5414,0.0
e78887d1,pair3,human_success,human_failed,A,2.6499,0.9183,0.0
e7a25a18,pair3,human_success,human_failed,A,4.5693,,
e7b06bea,pair3,human_success,human_failed,B,7.2292,0.1673,0.096234
e7dd8335,pair3,human_success,human_failed,B,78.5829,-0.7331,0.0
e872b94a,pair1,human_success,codeit_success,A,2.7908,0.8965,0.0
e872b94a,pair2,human_failed,codeit_failed,A,0.0,,
e872b94a,pair3,human_success,human_failed,A,4.1236,,
e872b94a,pair4,codeit_success,codeit_failed,A,6.1708,,
e88171ec,pair3,human_success,human_failed,B,216.9422,-0.6299,0.0
e95e3d8e,pair3,human_success,human_failed,B,43.7436,-0.3465,0.000412
e99362f0,pair3,human_success,human_failed,A,2.0702,0.9681,0.0
e9ac8c9e,pair3,human_success,human_failed,B,7.4582,-0.7966,0.0
e9b4f6fc,pair2,human_failed,codeit_failed,A,5.9576,,
e9b4f6fc,pair3,human_success,human_failed,A,5.4424,,
e9bb6954,pair2,human_failed,codeit_failed,B,8.401,-0.436,6e-06
e9bb6954,pair3,human_success,human_failed,B,8.6263,-0.1069,0.289821
e9c9d9a1,pair3,human_success,human_failed,B,14.0715,-0.6542,0.0
ea959feb,pair3,human_success,human_failed,B,8.2942,0.6426,0.0
ea9794b1,pair1,human_success,codeit_success,A,3.4743,0.7542,0.0
ea9794b1,pair2,human_failed,codeit_failed,A,2.3904,0.473,1e-06
ea9794b1,pair3,human_success,human_failed,A,2.9437,0.7597,0.0
ea9794b1,pair4,codeit_success,codeit_failed,A,1.0451,0.9118,0.0
ecaa0ec1,pair3,human_success,human_failed,B,14.7058,0.9586,0.0
ed74f2f2,pair1,human_success,codeit_success,A,2.311,0.9017,0.0
ed74f2f2,pair2,human_failed,codeit_failed,A,1.4836,0.4476,3e-06
ed74f2f2,pair3,human_success,human_failed,A,5.7634,0.6693,0.0
ed74f2f2,pair4,codeit_success,codeit_failed,A,2.9067,0.6946,0.0
ed98d772,pair1,human_success,codeit_success,A,6.4449,0.3672,0.000171
ed98d772,pair2,human_failed,codeit_failed,A,5.0569,0.2478,0.012927
ed98d772,pair3,human_success,human_failed,A,2.2153,0.7895,0.0
ed98d772,pair4,codeit_success,codeit_failed,A,0.2699,0.9952,0.0
ef26cbf6,pair3,human_success,human_failed,B,6.9576,0.8295,0.0
f0afb749,pair2,human_failed,codeit_failed,A,3.4342,0.608,0.0
f0afb749,pair3,human_success,human_failed,A,4.1992,0.9054,0.0
f0df5ff0,pair1,human_success,codeit_success,B,18.7829,0.1919,0.055755
f0df5ff0,pair2,human_failed,codeit_failed,B,5.3448,-0.0641,0.526365
f0df5ff0,pair3,human_success,human_failed,B,7.1391,0.6543,0.0
f0df5ff0,pair4,codeit_success,codeit_failed,B,14.0842,0.8054,0.0
f21745ec,pair3,human_success,human_failed,B,8.1391,-0.7026,0.0
f3b10344,pair3,human_success,human_failed,B,20.8213,0.8883,0.0
f3cdc58f,pair3,human_success,human_failed,B,5.6136,0.4208,1.3e-05
f3e62deb,pair2,human_failed,codeit_failed,B,1.8781,-0.469,1e-06
f3e62deb,pair3,human_success,human_failed,B,9.2428,-0.1915,0.056312
f4081712,pair1,human_success,codeit_success,A,2.9468,0.821,0.0
f4081712,pair2,human_failed,codeit_failed,A,2.0059,,
f4081712,pair3,human_success,human_failed,A,5.3974,,
f4081712,pair4,codeit_success,codeit_failed,A,2.6204,0.9785,0.0
f5aa3634,pair1,human_success,codeit_success,A,0.9778,0.9865,0.0
f5aa3634,pair2,human_failed,codeit_failed,A,0.0,,
f5aa3634,pair3,human_success,human_failed,A,5.2424,,
f5aa3634,pair4,codeit_success,codeit_failed,A,5.9466,,
f5c89df1,pair3,human_success,human_failed,B,8.1521,0.3789,0.000101
f823c43c,pair3,human_success,human_failed,B,6.5796,-0.7304,0.0
f83cb3f6,pair3,human_success,human_failed,B,10.9709,0.6359,0.0
f8be4b64,pair3,human_success,human_failed,B,3.1634,0.6787,0.0
f9a67cb5,pair3,human_success,human_failed,B,6.1695,-0.0643,0.525187
f9d67f8b,pair3,human_success,human_failed,B,8.8307,-0.6164,0.0
fafd9572,pair3,human_success,human_failed,B,6.6593,-0.8111,0.0
fb791726,pair3,human_success,human_failed,A,5.5007,0.6951,0.0
fc754716,pair2,human_failed,codeit_failed,B,2.2166,0.8769,0.0
fc754716,pair3,human_success,human_failed,B,7.1804,-0.8088,0.0
fd096ab6,pair3,human_success,human_failed,B,113.448,-0.4126,2e-05
fd4b2b02,pair3,human_success,human_failed,B,64.6799,-0.7507,0.0
fe9372f3,pair3,human_success,human_failed,B,24.267,-0.5776,0.0
fea12743,pair3,human_success,human_failed,B,11.22,-0.0036,0.971428
ff72ca3e,pair2,human_failed,codeit_failed,B,4.008,0.9506,0.0
ff72ca3e,pair3,human_success,human_failed,B,12.028,-0.9067,0.0
