exp_name,task_type,hashed_id,feedback
expv3_alt,training,02ed2ff9368185366c19610d39a48a43,excellent
expv3,training,78399f01ef9a11daabacb2d79f62068b,"Some of the grids were really challenging to solve and I am not the best when it comes to describing my thought process, so please don't hold that against me. For each puzzle, I just tried to decipher the examples as best I could. Though this experiment was challenging, I found it to be fun and a break from the usual stuff that I normally do on the Amazon Mturk platform."
expv3,training,f8029052dd72166ca2c01ae9a16d23c9,I paid close attention to the examples in order to understand the rules in order to solve the problems. It was fairly intuitive and easy to understand most of the rules.
expv3,training,9cad9022d90c9846a6abf2f5b5fb52aa,"I simply tried to look at the inputs and outputs to figure out what was changing and why. Sometimes it clicked right away and other times it took me a while to figure it out, and on one of them I failed at learning the pattern. I also wasn't really sure how to describe the rules, the solutions would make sense to me but typing it out sounded really wordy and a bit confusing."
expv3,training,4d61e07d8ca8013f0470f73bde1d803f,"They were all rather easy honestly, except the last one where I had no clue how I was supposed to know which shape to zoom into, I just got lucky."
expv3,training,ef300bb0999b715b6e093eb18050e148,I just tried to figure out how the new pattern was made from the old pattern. That was easy but describing it was hard.
expv3,training,10242591507e75585205a86db539e917,"I made a guess on the output by eyeballing the shapes, then counting how many squares were changed and to what colors."
expv3,training,ee75b0042f4a2e6e46e567608663d77d,"All I did was study the examples and attempt to figure out what was done to achieve that output. Some were more challenging, but clear enough to me after a bit of study. All in all this study worked well and was interesting to complete."
expv3,training,c06e0d1fa334f84186161850db6973a7,I have no idea what I did wrong. I thought I had copied the examples exactly but apparently not. It would be useful to have an explanation of ones errors when they occur so we can learn from them. Thank you.
expv3,training,16780d6eac2d3a612f930fa627cd41eb,"I didn't have any particular strategy other than counting squares, rotating the inputs, and trying to guess the pattern."
expv3,training,135a83dad9805dd95494b46d28d91996,"I tried to follow the examples as they do give the solution, but I missed a few of the smaller details such as lowering my grid and marking out some of the stuff that I should have.  Overall it was quite fun."
expv3,training,b4d78b9d499bce878b315ee4a1477af0,
expv3,training,4a1f36916718b179975c5a0cb6db02ce,"I found it very challenging at first to realize that I was transforming the original into something new. And then to utilize the single square, row of squares and finally the fill at all the right times in sequence with the choice of colors, keeping the right format in order. Eventually, I was using Undo to wipe out the record of the incorrect keying. I wanted to use shortcuts but I think that was an error. I needed to stay in the original pattern of single square, row of squares, and finally fill the outlined area."
expv3,training,eae4bd2fe6982ce0269fdb9aacd93dea,"I had some technical difficulties with the instructions loading and I had to close the HIT and start over during the instructions part, but the experiment ran fine and I appreciated the directions being included alongside the experiment. I just studied the examples and looked for common patterns. I did not find the puzzles very difficult, but I am a visual artist so maybe I have more practice I don't know. It was a very fun experiment. Thank you!"
expv3,training,8c1de90b8cbc2e981fcc2da03a246803,Tried to find the pattern between all the inputs. I wish I could know what the correct solution was to #4.
expv3,training,0f911d7964c190a572b144e9c393533f,"I enjoyed these problems very much. I started by copying the input and then looking for what changed in each of the examples, or what was not copied exactly to get the output. I then tested my solutions on the examples to make sure it worked. The tools were easy to use and it was quite intuitive to recreate patterns using the settings. I liked the challenge of these problems."
expv3,training,1737d5662fed2a6e880b0ae9c085e966,"I really had no strategy, I was pretty confused about what exactly i had to do at first, than i understood...but i still found the puzzles difficult.....i suppose my strategy was just trying my best! "
expv3,training,12f4faec8a555fad73d7e8196bf1f85b,interesting study. but the instructions were a bit confusing and the tutorial videos did not work.
expv3,training,8d33a4bbfd09368f0064ce40c08d9c60,"I don't think I had any specific strategies, or at least any I was consciously aware of.  I am decent at puzzles and am a life long gamer, so I think that definitely helped me.  While they did require a little bit of pattern recognition, I didn't think any of them were all that difficult.  I had a little bit of trouble with the instructions videos loading, but the interface was intuitive enough that I figured it all out very quickly.  That was a lot of fun actually, I just with there had been a few more that were really challenging."
expv3,training,9a23174c113cfa3bee401d2ef6bb216a,It was very engaging to find the solutions. I would have been interested to learn what the correct answers were to the 2 I missed. My strategy was find patterns from input to output and counting.
expv3,training,5ce2b56ad88ba85e1d3ec99b46ebf978,I followed the patterns and the space and lines to see how to form the grid and make the output. Then I made sure it was the same from the other examples on the side
expv3,training,9086ad400185d32b408e7cfc6aa535c3,"My main strategy was to study the input and output examples. For most problems I was quickly able to form a possible rule which I could then apply to the new input to create the output. Using the copy input tool filled in most of the output in many cases and is by far the most helpful tool. For me, creating a written statement of the rule was the most challenging as it should be unambiguous so if another person were to read the statement they would generate the same output."
expv3,training,c41a3b3bf3cac4f0bbd9299a0037d9bf,"I'm not sure I had any overall strategies.  The patterns were relatively straightforward, I just picked a theory about what they were and verified it.  I believe the only one that took more than one attempt to figure out was the one where you moved the corners inwards (#3 I think?), but that was fairly quick as well."
expv3,training,bd4b90d6e0bc13f6821188501c32a77c,Almost perfect
expv3,training,e649dd24132828eae8699da5edad4787,The first example was confusing to me but after the first problem I think I got the hang of what it wanted me to do.
expv3,training,5e59feb263d08094a4351feb58b3308b,I found 4 of the 5 very straight forward just by looking at the provided examples so didn't have to use any strategy other than copying what I saw from the examples. For the one I struggled with I tried to use trial and error to try to figure out what the pattern was.
expv3,training,8324e0c2189d201845307de1599c5742,an annoying mess
expv3,training,9bbba0489030f0b9fbd8e8d4cc87ea79,"I don't know if I had any strategy, just tried to match what the rule was. "
expv3,training,2025eb689cc6a1f4db636ca6f6710fc3,Some of the task were easy but the last one was tough.
expv3,training,31d1971665c2abeb78533b73d74bace2,"That was really fun, thank you. I just tried to notice patterns. They were all pretty easy except for the one I couldn't figure out. I would like to know the solution, if possible, maybe when you are done conducting this experiment. Thank you."
expv3,training,1d6a6b24a5dbd13370943c79bfde7c6c,very interesting
expv3,training,31a818b33a93e222cc78dbfe1a8bc7fd,I Compare the colors and changes of each group of blocks and make corresponding block adjustments
expv3,training,6449a5a210666d1a098474643a30c4dc,I had to guess on the last problem.
expv3,training,f1a97fbdf77fb8b3405e227a737ea73e,I tried to look at examples and find the pattern which was mostly successful.
expv3,training,16cc2e4ab0e117ad863ecadbc77288f6,"Most of them were easy to figure out, just kind of difficult to explain how I got the answer. The last one was tedious as it was the most simple one to figure out yet difficult because you had to make sure every single box was the correct color. Just one mistake and you're back at it again. Overall, fun study but that last puzzle was just frustrating and tedious to get through even though the solution was easy to figure out."
expv3,training,9fc042903ad51212617dac008b33e52f,I looked at the examples and tried to find a common pattern in each. I then made the grid the appropriate size and solved based on what I observed.
expv3,training,6cf9e9d24833aa3f3f94e0af878c34d8,Most of the designs were fairly apparent from the examples. I still have no clue what the rule was for that 2nd one I tried. 
expv3,training,bd9d0c37c7a80a023cf1703d4941c6aa,Easy enough.
expv3,training,fedb2e4ca148e45a16c0481b4a43f04f,Everything was simple and easy and i didn't have any issues. the hardest part was just trying to write down how i solved the problems (which were pretty simple). I didn't really use any strategy to solve the problems because they were simple enough where just looking at them for a second was enough. 
expv3,training,09ec0869593e22f175250fb26e19258f,Nothing
expv3,training,b7d41f06c9766a87c0749b302dc84b79,This was a very fun experiment to go through. My main strategy was to figure out the pattern from the examples before even looking at the next test.
expv3,training,cd7d229621752113a35b4e14f89e61fa,"Once you're in the experiment there wasn't very much guidance, I wasn't really sure what I should be attempting, around the 3rd or 4th I think I understood how to guess the rule but still never got any right.  I understood the tools, just was completely clueless on what I should try. "
expv3,training,2135afaba3a7c986f847be20f2bcb136,I was suprised they were a little easier than I had expected but I did find it quite difficult to describe my method clearly.
expv3,training,d3a1b6daf7a500100bffab07143f4f23,I tried to figure out the pattern shown in the boxes and then apply that to the test box. I visualized them in my head and worked from one to the next to see if any rule in one also applied to the next. 
expv3,training,348277d6d49390bddfed9ee67024a9ca,"For the first four I didn't pay attention to the grid square map totals. I merely watched the colored squares and their relative positions. The patterns were easy enough to figure out with just that alone. Then the 5th problem happened and I had to ""think outside the box"" or rather shrink the box to nine by nine. I figured this out by wondering why I could not get the sides to ""even up"" then I saw the grid sizes were the same across the two examples provided despite the originals being bigger."
expv3,training,60608143c4228cc1118698942487a0e5,I simply tried to look for patterns in the demonstration changes. The first two puzzles were a bit confusing so I would have appreciated seeing the answer after being unable to solve them.
expv3,training,092c655b226cf0fa112f49976a758a88,"It took a few tries to get the feel of the experiment but once I fully understood, it became easy."
expv3,training,4b0249adfa2d4f3bd0118379d87f4191,All most perfect for me..
expv3,training,3c709e4bca3db77f2b9cbac235be2acc,I just used what was available and carefully studied the examples and used it to help me figure out the correct solutions. I took my time and made sure to check my work before submitting.
expv3,training,743e43feaa468a62e583b1f744580a58,good
expv3,training,362a62ade79b3a398f025d62c126b3a8,i enjoyed it since it really made me think a lot. Please give me more this tasks in the future
expv3,training,d5de5e44ed5b66491038a3bbe84d71fd,I studied the examples to look for patterns in the colors and shapes. There were a few that I couldn't figure out and guessed the answer. I would've like to see more examples on how to do the task.
expv3,training,70b77b51be11ca37831ee6692e84a495,"everything worked great. a copy and past tool would have been nice, but it was really everything was self explanatory, nothing too complicated."
expv3,training,9294332a245a65538ca030bae97f1a8e,Its very Hard Job to do this hit with the example i dont get what i have to do 
expv3,training,3274fecc143feb402592a8afa6bbc2f5,Perhaps I missed it but I didn't feel like the instructions were clear enough in telling me that my outbox grid needs to be a different size than the input box on some of these examples. Once I figured that out I felt like I better understood what was expected of me from the test.
expv4,training,361b14ac971f7edaabd1bcddc19878a4,"I got a bit tripped up on one task because I didn't realize at first there were more examples if I scrolled down the page. Aside from that I didn't find the tasks too difficult. I just looked at the examples to see how the output changed and looked for a pattern between the examples. In one task the examples looked like a series of links with a shape traveling from one link to the other. In another task the inputs looked like wells that were filled up to different amounts, will more full wells having less blue spaces in the output. In the third task it just looked like there were red squares forming in between the yellow spaces. I did use some trial and error on the fourth task because I wasn't sure if the size of the shape or its position was what mattered. The last problem was surprisingly simple after the first four since it was just a color swap. "
expv4,training,2318d0a8e7ce22898d5ca118475f1055,"My strategies were not too complicated. I mostly tried to use the examples as a reference and figure it out from there. Most of my descriptions were not too detailed because of this. I feel like overall, I didn't do very well at this task. "
expv4,training,04703ed8073cb1518c5bc8d5c58bb42f,It was a bit challenging to do and more examples would have been appreciated. I generally compared the grids first to discern the rule and then tried to see if it applied to the other grids as well.
expv4,training,3d6892fdef151e10ab09de77b4e5e6a0,"Look at all input+output options and try to identify the pattern from the input that best matches the test input you have. Think carefully about the rules being applied to go from the sample input to output, then carefully make the transformations on your test version. Have fun with it!"
expv4,training,f734e039db9a809f42ce2083f573019d,I didn't have any specific strategies. I just looked at the grids and could almost immediately figure out the solution at first glance.
expv4,training,7342e2ee852da57b633b7b57222a4b95,There was not really any strategy to it. I looked at the images and pretty quickly derived the concept used to create the output image.
expv4,training,0551addd41d9876eb18bc6cb5c1e698b,"Mostly I try to follow the examples and reason. The ones I got wrong I'm not sure why, feedback would have been helpful to learn."
expv4,training,b5089cbaa2f5e18824ed9536cd98f155,I looked for patterns and similarities between the input and output grids.  I tried to see what I would need to do to make the output grid look correct and then tried to see if I could simplify the procedure.  I found this experiment very interesting and it helped me to think logically.
expv4,training,c09eb8d54fce913a257b0733929d739c,I tried to determine the pattern to best of my ability.  Some of them were easy; others were a lot harder.  The harder ones requires some trial and error.  I tried to explain my thought process on how I solved the puzzle in the descriptions.  
expv4,training,b617ddf5cefb2042c43d9f857311440f,i enjoy the survey
expv4,training,021fadfb38e6c76f0a0f5756aa7c2e57,"I looked at the examples and tried to figure out the changes for the output. Most of them were pretty easy. The one I got wrong, I think I figured out my mistake after getting it wrong 3 times."
expv4,training,2db2cfcd5f69d9d81a456bc5dfbe445c,This was hard. I was really looking for patterns the whole time.
expv4,training,36f69f8a49aa27e8678744c752bd328c,I looked at the examples and analyzed what was done
expv4,training,ea7d699fd510a6e3167567989f8b28af,"I first made sure the output grid was the correct size. Then looked at the left side examples to try and see any obvious patterns. Once I did, it was easy to select the correct output. The one that really stumped me a little was the task where the correct output was to recreate the box, out of four boxes, with the most blue squares."
expv4,training,d9b069d8a7300c97c92163cea25a411a,"Looked at the samples , though some of them were very confusing. "
expv4,training,e495ca4d74f9d62a8396c094a93c2032,some rules were especially difficult to figure out. The first was to notice the patterns that were being used. I would then try to give an output using these patterns (rule). I would repeat this until it work.
expv4,training,d427e8b853550961c44eecd0fee85f70,"I just tried to learn from the examples as best as possible, it was fun thanks."
expv4,training,471c7e94c06dc7d4401d04b460725438,The experiment was fairly straightforward and the rules were explained well. When I started the first task I failed my first attempt because I wasn't looking outside the box to figure out what the rule was. It took me some time to step back and look at each example and come up with what the example outputs had in common in order to identify the rules for each task. This was ultimately the strategy I used for each task and it worked.
expv4,training,faad81dd4a698db576d23febbfe9812b,I think most of them came to me pretty easily.  I think it would help if there was a tool to copy/paste just a certain section from the input to the output.  The one task tripped me up because it was a lot of color variation I was trying to copy square by square because it was essentially a zoomed in version of the input.
expv4,training,7dc2162197ce002a85b60bbac44b2cf4,"This was an interesting study. It was very difficult, though. I just tried my best to copy the original input patterns I could figure out, but some I just found incredibly difficult to grasp the rule."
expv4,training,523c02237b24945a4b6507366f1bb6b9,I examined all the examples closely and tried to see how they were related to each other. I wasn't sure how the grid sizes were affected but the colors and shapes were easier to figure out.
expv4,training,686ba5379a39f2329426d7083a36d408,its very much hard study.
expv4,training,fa0c6503fa67b4fa104e76600499d70a,The experiment was very interesting and good.
expv4,training,a3cd9aab2930801124d942a3dd435e93,I copied most of the examples
expv4,training,c9807d2c0853cc1774dc784481845d97,This was a very fun and it got me to really focus on the task. The strategies I used was to just follow previous patterns of the input and try my best to figure it out.
expv4,training,a424d5c3ec30af6593c94a81beb067d2,I tried to find the pattern in the input and apply it to the output.
expv4,training,700f73e1464c2af2b581421887a7d16b,"Was interesting, but the last two were very difficult.  I think I did ok on the first 3.  A more step by step interactive tutorial would have been more helpful.  Never been particularly good at pattern finding."
expv4,training,900e6e6002d28f88867e3c7dc6d6c724,VERY CHALLENGING TRYING TO FIGURE THE PATTERN
expv4,training,821f27ade1920224808280a9e9a5b503,"I just tried to make sense of what I saw on the input and how that translated to the output. I tried to find the pattern behind what all the inputs and outputs had in common. It was fun, thanks!"
expv4,training,f889172bfc0984049bf129f81c9c9782,"It was far too easy, there wasn't much strategy involved other than look at the examples and deduce the pattern. "
expv4,training,935c18b553b15bac8dbeb95a7aad4232,"My strategy was mainly to look at all three of the examples, and find a pattern in each one. Then once I did that, I just copied the strategy and applied it to my own outputs. "
expv4,training,2bfd9cf37bfbabb671cebf4b61ff694a,VERY NICE EXPERIMENT
expv4,training,0d8ca0e70843f4ac419711dc95e2e35b,I think the instructions could have been more clear. But overall was a fun study!
expv4,training,1d6395d60dbc19640f0d0f76f1408e4f,There seems to be an error in the last task and I believe my first attempt is correct.
expv4,training,398440549810022b27a8254ce8a53dc5,I tried to just copy what the examples showed. Counting the blocks right. Using all the example for my knowledge of what to copy. 
expv4,training,2c306c5859a86c37cda1e3e9fd74c851,My strategy was to look over all the examples and try to notice the pattern of how the squares changed.
expv4,training,2d8a08fd41823c65f4fe61cac9977f48,"It seemed really difficult sometimes, and knowing the solutions after would have been nice so you can see where you made the mistakes. "
expv4,training,d68bb49cc4295990cdae4e394b2ca8ff,I got the hang of it and it was interesting to think of the patterns in addition to how to create them.
expv4,training,94678dc6355631dbcf06c23951350172,i just tried to match the patterns by counting the squares and mirror the color patterns. but some were hard and i couldnt understand the pattern grid.
expv4,training,14dcf17e78311742f464cc4f9fe25070,easy to find out image
expv4,training,a64b3a9f1c502e8cf228ef02287e9209,Some are pretty easy but I have trouble trying to describe the solutions.
expv4,training,aa5ad66104aae5cd76e46d71eb9df4e7,I thought of a pattern in the first example and then compared it with the second example to see if the pattern is the same and then compared it with the third example. If all 3 showed the same pattern I was sure that the pattern I found was correct and proceeded to the actual task.
expv4,training,8fb98fc8c1d3b476a96a4bc1e7d20bba,"I'm pretty good overall at recognizing patterns, so the task was fairly easy. I studied the four examples outputs given until I saw what they had in common and then applied the perceived rule to the puzzle assigned to me to solve. Most of the time, I was right. The times I was wrong, I overlooked obvious connections that became clear once I was told my initial answer was incorrect. Thanks for the opportunity to participate and have a great day! :)"
expv4,training,3dbfc2a1a8142af103a73878f263385c,"To determine the rules, I looked at each of the three examples and examined the similarities. Once I found a similarity, I used it to figure out the rule."
expv4,training,53c90e146ab9fe7554834b5030b269cc,I just did my best to match and figure out the patterns.
expv4,training,bd813833015d8322f53e9fa3321c6526,"I tried to understand the positon of the initial pattern, and then match the design of the solution. "
expv4,training,a887942f6d2e8261d80c0256f9bd0ac2,"To find the rules, I focus on the changes of output from input. The similarity between these changes gives the hint of the rule, then I apply the rule to each input. If the result is same as the given output, I think I get the right one and use it to get the final output."
expv4,training,3c53ab19d6397a691276861d08a37cec,I wasn't sure about the strategies. I just followed the given examples
expv4,training,6f77133003bd360aec42b6f0d34ae75b,"I tried to notice a pattern between all of them.  I looked at colors, sizes, and where everything was in relation to each other.  I would recommend not starting out with the first problem, because that was hard and I think a lot of people might quit the experiment there."
expv4,training,5c8a3bdd860e01aa97ef1f87d066b48d,The first step was to figure out the output grid size. Then I looked to see if there were differences in the examples.
expv4,training,2168fb263f1ed4634656e88c9c274905,good
expv4,training,76b59725253c6fdd4cd68ade48cc373b,It got easier to see the outputs. I just basically copied what was in each example. No deep strategy; just copying. 
expv4,training,881ce8318e980e526e22b219d83ebd23,"I like little puzzle games like this, the first one confused me a bit because I wasn't in puzzle mode and both blues look similar on my monitor, so I didn't notice the vertical lines went over the top of the horizontal lines. Once I figured out what I was doing and noticed the difference between the blues it was pretty smooth sailing. Recreating the scattered color one was a nightmare lol. Had a good time with this though, thanks for the experiment, hope I helped! "
expv4,training,5d5b4ecce558a3b3813d744ba9a075bb,The fourth experiment was patternless.
expv4,training,287cf23755310bb9e8a3a2cf10eda058,"I usually don't like puzzles, but this was kind of fun.  Once I got the hang of it, it was quite easy.  Basically just looking for the pattern or what is different.  Best HIT on here in a long time, thanks!"
expv4,training,0a2bc7440a3e9429c42d42eab82f8449,My strategies started simple and got more complex. Early ones just needed a single example. Then I needed multiple examples and comparison across to work out the rules. I'm not sure I got the 4th one right (I might have shifted incorrectly). I also didn't completely puzzle out the sequence in the 5th one.
expv4,training,dd1dcbaa09e13328c0ca69f29a06e400,At first I was in the habit of just starting to copy the grid myself. I forgot to use the copy input feature. By the last problem I ended up needing to reset the grid I had created after I looked carefully at the output examples. I could've finished sooner if I hadn't needed to redo parts like that. Overall it was easy.
expv4,training,88b5ad44e2d6ad799720832dcc45d014,I just tried to figure out what the pattern was in the examples for each grid I had to solve. Most of the patterns seemed very straightforward and came down to getting the input I was given to follow the same rules as the example input and outputs I was shown for each task. 
expv4,training,76292f56686f689ff54f79af2cc8eda8,"I just used pattern recognition to complete the test output. I thought the task was interesting and engaging. I thought the task was moderately easy. The directions were clear and straightforward, and I found the demonstrations on how to use the tools helpful."
expv4,training,a773b4f0211df900b45ac25656dc7865,I looked and compared the examples to look for a pattern and applied it to the answer.
expv4,training,54a5a0983b192565ea28ba0c79cb717d,provide a clue button; at least two tries.
expv4,training,ef31fe508f1ed204a67a1cf0856c1954,Nice
expv4,training,0dbc35165d4ba455879dbce3843493ed,"I had no idea how to even attempt finding the answers to the solutions. I really wish there was a tooltip or some sort of ""call for help"" with this. It is far above my head. That's for sure."
expv4,training,4effa90362bbbec9a32f480b8b4dd049,I loved the challenge.  I tried to first copy the output number grid and then using the input/output examples tried to determine what was the pattern of shapes and then how the colors were determines.  I used the one box fill usually because I felt it was easier to copy the pattern when working with color changes or fill.  The tools were great to use and once I figured out  what I was doing it was a little easier.  The last one was a good challenge with the blacking out of areas from a different design.  Everything ran well.  Thank you.
expv4,training,0bec935fe961c9d91094854eae249ec5,"Some puzzles were fairly easy to solve, while others I had no idea. I just went by the patterns I saw and tried my best."
expv4,training,ddf05f205fcfa02743d9b53b6a4a887b,good experiment lot of knowledge have to solve.
expv4,training,1082d13c2da0b3b9e167722f27c22c53,I tried to copy everything. I just think i did not count the boxes correctly. 
expv4,training,a5da33046a48287fc16d26e79a732406,"Determining grid/color representation was the biggest issue.  The tutorial was somewhat unclear, but the trial rules were manageable.  There was only one trial that I had zero clue."
expv4,training,8d4bccbd49897bb8db64007cf714e1a5,"I think I had the last one right, I am not sure what was wrong with it. That was the most logical solution based off of the examples, but it seems like I may have missed something. "
expv4,training,fab4ec6a0f4a4c7b60e7b216d9e2ba94,"At first this seemed impossible, then it started to become clear. To just follow the pattern the grids created. to produce the new grid. Some were based on numbers of squares, others on color."
expv4,training,e1d8dd7b600f5bfadfee6223e3837408,It was an interesting task.
expv4,training,9fde1619b4726e99e36a88c4a6216cb6,none
expv4,training,6d6df047e6e12870b44f43ccc1d9dfcf,i looked for patterns in the input output examples.
expv4,training,c08a651efdec0448e032948cd492b2a0,This was extremely challenging but entertaining.  It really stretched my mind and made me focus.  I tried to break down the examples into sections for each grid and try to find different patterns.
expv4,training,8c0ab5403e1a2ee998e611c7fe5357e0,"This was a really fun experiment! The first one I did really felt like a challenge to me - I had to strain my brain to think about what the rule was, but after a while I had an aha! moment and felt a rush of excitement. The other four problems seemed easier. I think part of that was that the rules were a bit easier to grasp, but also part was that my brain sort of got in the mode of detecting the patterns. For each problem, I sort of mentally devised in my brain what it should look like before I created the actual pattern on the screen. "
expv4,training,56a928cf5d6f97915bb3e91ffdda17d7,"I just tried to figure out how all the examples were similar, then tried to adhere to what I thought was the wanted output.  The most difficult thing was figuring out how to word the rule I thought I was following in a clear and concise manner."
expv4,training,0e932124d962d0590af325bfced7b553,I found this to be strangely interesting.  On a couple of the tasks I just intuitively knew what to do and I have never done this before.  I was clueless on the last task.  I enjoyed the fourth task the most.  Thank you for allowing me to participate.  This game really challenged me.
expv4,training,1ae93fbf23e0e8330f43bf9983a1fe2a,"I looked for the patterns and tried to describe them as clearly as I could. I sometimes look for repeated numbers, or similarities/differences between different examples, or progressions of various kinds. I also break things down into their component qualities and look for changes over time for each of those qualities."
expv4,training,c687f6afc08159130d227a976953c0ee,"I don't know that I used any specific strategies.  I looked at the examples and tried to find patterns.  The first one was the hardest, I almost bailed out.  You guys might want to put that one last."
expv4,training,6026d2563d049de8566b85ce9dd27830,"I studied each example of input/output until I felt I had found the correct rule to follow. I never started working on my output until I was confident I had a solid idea on what the rule was. If the solution was not correct, I focused on whether I had made some type of technical error, like not sizing the grid correctly."
expv4,training,b5e86c67c590fe50f395a06ae8f8801e,"I still don't know how I could have figured out the first problem without trial-and-error, but the other problems were all reasonable.  Instead of requiring people to try to count boxes on a computer screen, however, the axes should have been labeled.  Other than that, there is nothing I can say about my strategies that I didn't already say when describing them."
expv4,training,a956bff874d6e55df6817b02baf6ae1f,I tried to take a safe approach for my first attempts and relied heavily on the input for guidance. Then I made subtle adjustments if I needed a second attempt. I enjoyed working on the experiment!
expv4,training,3bb342df31c0564962b0779781b1b302,"I didn't use any particular strategy except trying to recognize patterns or connections between blocks in the input and output in the examples. Sometimes that meant recognizing specifically colored blocks being a starting point for some change or connections between blocks being made. Other times it was recognizing how a block transformed between the input and output in the examples. For example, how and where it moved to and whether that rule remained true for all other blocks."
expv4,training,4da8c339a3469b1bd33f0bc3ebeeec33,I think a few examples with the rule definition might help.
expv4,training,491f3aadcf03439e81054cf7c548b93d,refer to the examples to solve the problems
expv4,training,46b283dbc05b8db8238f7cc699fb1a86,I really was very confused even though I could understand the tutorial. Just not very good with figuring these puzzles out. 
expv4,training,1ac69b338cac41b1ebe19d8d48752023,I recreated the grid shown and learned the rules by looking at the sample grids on the left. It was very fun and interesting.
expv4,training,47b3e2bed3b74a15fc88d7a4835aca34,It is an interesting task.
expv4,training,e0d2e96f96a885a9eacc17871b23144a,"I do pattern recognition games for fun, so I didn't really struggle with this. I had fun, thanks! "
expv4,training,d6ad1009ae7a3d187db61ac2499a9ee4,"I have done this before on prolific for sure. I try to analyze the pattern and think about recreating it and seeing if it stays logical. Trial and error is sometimes necessary, but I got all the problems here on my first attempt. I try to discern edge cases from the input examples, such as when the 2x2 squares to be drawn went off screen of the output."
expv4,training,69f10bb45c105a7fa19dc21bb321041b,"The puzzles were challenging and involved using logic, but were definitely doable. This felt like an IQ test."
expv4,training,cffcb46b42ef51ff16b487391d2ae2ba,"I didn't really have a strategy, I just looked at the examples to try and find a pattern between the inputs and outputs, which didn't always work, so I sometimes just had to guess."
expv4,training,83bed31e4c57ed16bc89e8a1091f57f5,I made sure to understand the example inputs and outputs and their rules before attempting it on my own.
expv4,training,74ae9ca75eb743b0ab4e4f7f654a47fb,A really interesting study.
expv4,training,01cba85cdc833679422f857a20831ade,i had trie
expv4,training,dde1eb7fb6a928fc39e2d76f5382ce28,It was a lot of fun. I just looked at the examples and figured out the pattern. There was only one that I was unable to figure out.
expv4,training,11a56e8dce08aebca1bde3b782a2ef6c,Fun but I would like to know the solution I got wrong. Hopefully I wasn't missing something super simple but I couldn't figure out what it possibly could have been considering the examples.
expv4,training,7a899c5daf00e1f29281159b3ddda9e0,No further comment at this time.
expv4,training,3d21505b62cc8e87d686efaa57930aa1,"This was so much fun. I would have loved to have known the answer to #4 as I was so sure I had solved it and was so wrong. I pretty much just stared at them until I recognized some sort of pattern. If I could not find it right away I looked at the colors, then the shapes, from left to right. For example in the the one with the recreation of the large rectangle I was stumped at first but them looked only at the color for the border and then noticed the shapes. "
expv4,training,ea7164b591f46f66ec38d8be41a6a614,"Following the instructions is the only way to understand the game. When you understand it, It becomes interesting and a good game."
expv4,training,aa861c3ee8d0206590d74d4f83d20ce7,visualizing strategies-- obviously counting the boxes-- but using visual associations (imagery) like backwards Fs and push in levers
expv4,training,015f3086f4b6343a96d6b3137f5b2d9b,"Thanksyou so much, I tried my best but some were just too hard for me! "
expv4,training,e0079569eeece3b17904c44d08567130,There really wasn't a strategy.  I just looked at the inputs and tried to decipher the rule.  The only thing I was doing that could be considered a strategy was trying to become more proficient in using the UI so that I was able to complete the puzzles quicker.
expv4,training,1b4e4dceb7c4085c36335490034040a2,I am still confused about the problem I missed. I would have liked to have seen the correct answer or an explanation.
expv4,training,1b75ca89eb457b4cbe0cb6297be8505a,This experiment was successful and interesting.
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,"I'm just usually good at spotting patterns, so it wasn't too difficult. I was just looking to see what the input vs the output was, and I looked for things that might be connected so I could figure out the rule to follow. I looked through each example, tried to find the things that they all had in common, and used the rule that I figured out to create the output image. I did have trouble with the descriptions, because I did not remember the format of the example that was given previously, and I couldn't go back to see it (I wish I could have seen the example while working on the tasks). It was very tough to describe things in words in the way that I think was wanted from me. "
expv4,training,f635054e59b7a899eac4864c468d0807,"That was fun! I just compared the inputs and outputs of the examples and tried to identify the pattern, which came to me pretty quickly except for the one with the shapes that depended on the color of the input squares. That one had me stumped for a moment, but it finally came to me. "
expv4,training,2e8f1363396592b38b2f8f0db0f987ed,"Mostly, I was guessing because the examples, to me, made no sense whatsoever."
expv4,training,05a508b8596ad4202a9ace8a4cc5bd82,I looked at the examples to determine what I had to do.
expv4,training,51ea0c62ad9d4e9b12f8f225b9c20bb0,"completing the last one was cumbersome. It was harder to transpose the initial then it was to actually solve it. In my opinion, it just made the experiment longer with minimal research upside."
expv4,training,b6a6d9ac219842217c6247aa472de1ac,"I looked at the examples. Although in the one task that I didn't get correct in 3 tries, I have no idea what about the pattern I didn't understand.
Thank you. I enjoyed this."
expv4,training,d210c9666954d5f78ea32ec049d34bae,"It was easier than I expected, I thought they would get harder but I had a more difficult in one of the early ones rather than the ones that came later. It was easy to color the grids but hard to explain how I came to the solution. "
expv4,training,687ed0403109d32bcc3d71323fa7865e,I studied the examples and tried to analyze the pattern used to get results. Then I edited accordingly.
